63	88	182    183    187
63	163	182    183    187
62	67	87    186    187
62	67	162    186    187
67	87	92    186    187
67	162	167    186    187
62	87	182    186    187
62	162	182    186    187
63	64	68    88    188
63	64	68    163    188
64	68	69    88    188
64	68	69    163    188
64	69	88    89    188
68	69	88    93    188
69	88	89    93    188
69	89	93    94    188
64	69	163    164    188
68	69	163    168    188
69	163	164    168    188
69	164	168    169    188
63	64	88    183    188
63	64	163    183    188
64	88	89    183    188
64	163	164    183    188
64	89	183    184    188
64	164	183    184    188
63	68	88    187    188
63	68	163    187    188
68	88	93    187    188
68	163	168    187    188
63	88	183    187    188
63	163	183    187    188
64	65	69    89    189
64	65	69    164    189
65	69	70    89    189
65	69	70    164    189
65	70	89    90    189
69	70	89    94    189
70	89	90    94    189
70	90	94    95    189
65	70	164    165    189
69	70	164    169    189
70	164	165    169    189
70	165	169    170    189
64	65	89    184    189
64	65	164    184    189
65	89	90    184    189
65	164	165    184    189
65	90	184    185    189
65	165	184    185    189
64	69	89    188    189
64	69	164    188    189
69	89	94    188    189
69	164	169    188    189
64	89	184    188    189
64	164	184    188    189
65	70	90    189    190
65	70	165    189    190
70	90	95    189    190
70	165	170    189    190
65	90	185    189    190
65	165	185    189    190
66	67	71    91    191
66	67	71    166    191
67	71	72    91    191
67	71	72    166    191
67	72	91    92    191
71	72	91    96    191
72	91	92    96    191
72	92	96    97    191
67	72	166    167    191
71	72	166    171    191
72	166	167    171    191
72	167	171    172    191
66	67	91    186    191
66	67	166    186    191
67	91	92    186    191
67	166	167    186    191
67	92	186    187    191
67	167	186    187    191
67	68	72    92    192
67	68	72    167    192
68	72	73    92    192
68	72	73    167    192
68	73	92    93    192
72	73	92    97    192
73	92	93    97    192
73	93	97    98    192
68	73	167    168    192
72	73	167    172    192
73	167	168    172    192
73	168	172    173    192
67	68	92    187    192
67	68	167    187    192
68	92	93    187    192
68	167	168    187    192
68	93	187    188    192
68	168	187    188    192
67	72	92    191    192
67	72	167    191    192
72	92	97    191    192
72	167	172    191    192
67	92	187    191    192
67	167	187    191    192
68	69	73    93    193
68	69	73    168    193
69	73	74    93    193
69	73	74    168    193
69	74	93    94    193
73	74	93    98    193
74	93	94    98    193
74	94	98    99    193
69	74	168    169    193
73	74	168    173    193
74	168	169    173    193
74	169	173    174    193
68	69	93    188    193
68	69	168    188    193
69	93	94    188    193
69	168	169    188    193
69	94	188    189    193
69	169	188    189    193
68	73	93    192    193
68	73	168    192    193
73	93	98    192    193
73	168	173    192    193
68	93	188    192    193
68	168	188    192    193
69	70	74    94    194
69	70	74    169    194
70	74	75    94    194
70	74	75    169    194
70	75	94    95    194
74	75	94    99    194
75	94	95    99    194
75	95	99    100    194
70	75	169    170    194
74	75	169    174    194
75	169	170    174    194
75	170	174    175    194
69	70	94    189    194
69	70	169    189    194
70	94	95    189    194
70	169	170    189    194
70	95	189    190    194
70	170	189    190    194
69	74	94    193    194
69	74	169    193    194
74	94	99    193    194
74	169	174    193    194
69	94	189    193    194
69	169	189    193    194
70	75	95    194    195
70	75	170    194    195
75	95	100    194    195
75	170	175    194    195
70	95	190    194    195
70	170	190    194    195
71	72	96    191    196
71	72	171    191    196
72	96	97    191    196
72	171	172    191    196
72	97	191    192    196
72	172	191    192    196
72	73	97    192    197
72	73	172    192    197
73	97	98    192    197
73	172	173    192    197
73	98	192    193    197
73	173	192    193    197
72	97	192    196    197
72	172	192    196    197
73	74	98    193    198
73	74	173    193    198
74	98	99    193    198
74	173	174    193    198
74	99	193    194    198
74	174	193    194    198
73	98	193    197    198
73	173	193    197    198
74	75	99    194    199
74	75	174    194    199
75	99	100    194    199
75	174	175    194    199
75	100	194    195    199
75	175	194    195    199
74	99	194    198    199
74	174	194    198    199
75	100	195    199    200
75	175	195    199    200
76	77	81    101    201
76	77	81    176    201
77	81	82    101    201
77	81	82    176    201
77	82	101    102    201
81	82	101    106    201
82	101	102    106    201
82	102	106    107    201
77	82	176    177    201
81	82	176    181    201
82	176	177    181    201
82	177	181    182    201
77	78	82    102    202
77	78	82    177    202
78	82	83    102    202
78	82	83    177    202
78	83	102    103    202
82	83	102    107    202
83	102	103    107    202
83	103	107    108    202
78	83	177    178    202
82	83	177    182    202
83	177	178    182    202
83	178	182    183    202
77	82	102    201    202
77	82	177    201    202
82	102	107    201    202
82	177	182    201    202
78	79	83    103    203
78	79	83    178    203
79	83	84    103    203
79	83	84    178    203
79	84	103    104    203
83	84	103    108    203
84	103	104    108    203
84	104	108    109    203
79	84	178    179    203
83	84	178    183    203
84	178	179    183    203
84	179	183    184    203
78	83	103    202    203
78	83	178    202    203
83	103	108    202    203
83	178	183    202    203
79	80	84    104    204
79	80	84    179    204
80	84	85    104    204
80	84	85    179    204
80	85	104    105    204
84	85	104    109    204
85	104	105    109    204
85	105	109    110    204
80	85	179    180    204
84	85	179    184    204
85	179	180    184    204
85	180	184    185    204
79	84	104    203    204
79	84	179    203    204
84	104	109    203    204
84	179	184    203    204
80	85	105    204    205
80	85	180    204    205
85	105	110    204    205
85	180	185    204    205
81	82	86    106    206
81	82	86    181    206
82	86	87    106    206
82	86	87    181    206
82	87	106    107    206
86	87	106    111    206
87	106	107    111    206
87	107	111    112    206
82	87	181    182    206
86	87	181    186    206
87	181	182    186    206
87	182	186    187    206
81	82	106    201    206
81	82	181    201    206
82	106	107    201    206
82	181	182    201    206
82	107	201    202    206
82	182	201    202    206
82	83	87    107    207
82	83	87    182    207
83	87	88    107    207
83	87	88    182    207
83	88	107    108    207
87	88	107    112    207
88	107	108    112    207
88	108	112    113    207
83	88	182    183    207
87	88	182    187    207
88	182	183    187    207
88	183	187    188    207
82	83	107    202    207
82	83	182    202    207
83	107	108    202    207
83	182	183    202    207
83	108	202    203    207
83	183	202    203    207
82	87	107    206    207
82	87	182    206    207
87	107	112    206    207
87	182	187    206    207
82	107	202    206    207
82	182	202    206    207
83	84	88    108    208
83	84	88    183    208
84	88	89    108    208
84	88	89    183    208
84	89	108    109    208
88	89	108    113    208
89	108	109    113    208
89	109	113    114    208
84	89	183    184    208
88	89	183    188    208
89	183	184    188    208
89	184	188    189    208
83	84	108    203    208
83	84	183    203    208
84	108	109    203    208
84	183	184    203    208
84	109	203    204    208
84	184	203    204    208
83	88	108    207    208
83	88	183    207    208
88	108	113    207    208
88	183	188    207    208
83	108	203    207    208
83	183	203    207    208
84	85	89    109    209
84	85	89    184    209
85	89	90    109    209
85	89	90    184    209
85	90	109    110    209
89	90	109    114    209
90	109	110    114    209
90	110	114    115    209
85	90	184    185    209
89	90	184    189    209
90	184	185    189    209
90	185	189    190    209
84	85	109    204    209
84	85	184    204    209
85	109	110    204    209
85	184	185    204    209
85	110	204    205    209
85	185	204    205    209
84	89	109    208    209
84	89	184    208    209
89	109	114    208    209
89	184	189    208    209
84	109	204    208    209
84	184	204    208    209
85	90	110    209    210
85	90	185    209    210
90	110	115    209    210
90	185	190    209    210
85	110	205    209    210
85	185	205    209    210
86	87	91    111    211
86	87	91    186    211
87	91	92    111    211
87	91	92    186    211
87	92	111    112    211
91	92	111    116    211
92	111	112    116    211
92	112	116    117    211
87	92	186    187    211
91	92	186    191    211
92	186	187    191    211
92	187	191    192    211
86	87	111    206    211
86	87	186    206    211
87	111	112    206    211
87	186	187    206    211
87	112	206    207    211
87	187	206    207    211
87	88	92    112    212
87	88	92    187    212
88	92	93    112    212
88	92	93    187    212
88	93	112    113    212
92	93	112    117    212
93	112	113    117    212
93	113	117    118    212
88	93	187    188    212
92	93	187    192    212
93	187	188    192    212
93	188	192    193    212
87	88	112    207    212
87	88	187    207    212
88	112	113    207    212
88	187	188    207    212
88	113	207    208    212
88	188	207    208    212
87	92	112    211    212
87	92	187    211    212
92	112	117    211    212
92	187	192    211    212
87	112	207    211    212
87	187	207    211    212
88	89	93    113    213
88	89	93    188    213
89	93	94    113    213
89	93	94    188    213
89	94	113    114    213
93	94	113    118    213
94	113	114    118    213
94	114	118    119    213
89	94	188    189    213
93	94	188    193    213
94	188	189    193    213
94	189	193    194    213
88	89	113    208    213
88	89	188    208    213
89	113	114    208    213
89	188	189    208    213
89	114	208    209    213
89	189	208    209    213
88	93	113    212    213
88	93	188    212    213
93	113	118    212    213
93	188	193    212    213
88	113	208    212    213
88	188	208    212    213
89	90	94    114    214
89	90	94    189    214
90	94	95    114    214
90	94	95    189    214
90	95	114    115    214
94	95	114    119    214
95	114	115    119    214
95	115	119    120    214
90	95	189    190    214
94	95	189    194    214
95	189	190    194    214
95	190	194    195    214
89	90	114    209    214
89	90	189    209    214
90	114	115    209    214
90	189	190    209    214
90	115	209    210    214
90	190	209    210    214
89	94	114    213    214
89	94	189    213    214
94	114	119    213    214
94	189	194    213    214
89	114	209    213    214
89	189	209    213    214
90	95	115    214    215
90	95	190    214    215
95	115	120    214    215
95	190	195    214    215
90	115	210    214    215
90	190	210    214    215
91	92	96    116    216
91	92	96    191    216
92	96	97    116    216
92	96	97    191    216
92	97	116    117    216
96	97	116    121    216
97	116	117    121    216
97	117	121    122    216
92	97	191    192    216
96	97	191    196    216
97	191	192    196    216
97	192	196    197    216
91	92	116    211    216
91	92	191    211    216
92	116	117    211    216
92	191	192    211    216
92	117	211    212    216
92	192	211    212    216
92	93	97    117    217
92	93	97    192    217
93	97	98    117    217
93	97	98    192    217
93	98	117    118    217
97	98	117    122    217
98	117	118    122    217
98	118	122    123    217
93	98	192    193    217
97	98	192    197    217
98	192	193    197    217
98	193	197    198    217
92	93	117    212    217
92	93	192    212    217
93	117	118    212    217
93	192	193    212    217
93	118	212    213    217
93	193	212    213    217
92	97	117    216    217
92	97	192    216    217
97	117	122    216    217
97	192	197    216    217
92	117	212    216    217
92	192	212    216    217
93	94	98    118    218
93	94	98    193    218
94	98	99    118    218
94	98	99    193    218
94	99	118    119    218
98	99	118    123    218
99	118	119    123    218
99	119	123    124    218
94	99	193    194    218
98	99	193    198    218
99	193	194    198    218
99	194	198    199    218
93	94	118    213    218
93	94	193    213    218
94	118	119    213    218
94	193	194    213    218
94	119	213    214    218
94	194	213    214    218
93	98	118    217    218
93	98	193    217    218
98	118	123    217    218
98	193	198    217    218
93	118	213    217    218
93	193	213    217    218
94	95	99    119    219
94	95	99    194    219
95	99	100    119    219
95	99	100    194    219
95	100	119    120    219
99	100	119    124    219
100	119	120    124    219
100	120	124    125    219
95	100	194    195    219
99	100	194    199    219
100	194	195    199    219
100	195	199    200    219
94	95	119    214    219
94	95	194    214    219
95	119	120    214    219
95	194	195    214    219
95	120	214    215    219
95	195	214    215    219
94	99	119    218    219
94	99	194    218    219
99	119	124    218    219
99	194	199    218    219
94	119	214    218    219
94	194	214    218    219
95	100	120    219    220
95	100	195    219    220
100	120	125    219    220
100	195	200    219    220
95	120	215    219    220
95	195	215    219    220
96	97	121    216    221
96	97	196    216    221
97	121	122    216    221
97	196	197    216    221
97	122	216    217    221
97	197	216    217    221
97	98	122    217    222
97	98	197    217    222
98	122	123    217    222
98	197	198    217    222
98	123	217    218    222
98	198	217    218    222
97	122	217    221    222
97	197	217    221    222
98	99	123    218    223
98	99	198    218    223
99	123	124    218    223
99	198	199    218    223
99	124	218    219    223
99	199	218    219    223
98	123	218    222    223
98	198	218    222    223
99	100	124    219    224
99	100	199    219    224
100	124	125    219    224
100	199	200    219    224
100	125	219    220    224
100	200	219    220    224
99	124	219    223    224
99	199	219    223    224
100	125	220    224    225
100	200	220    224    225
101	102	106    201    226
102	106	107    201    226
102	107	201    202    226
106	107	201    206    226
107	201	202    206    226
107	202	206    207    226
102	103	107    202    227
102	107	202    226    227
103	107	108    202    227
103	108	202    203    227
107	108	202    207    227
107	202	207    226    227
108	202	203    207    227
108	203	207    208    227
103	104	108    203    228
103	108	203    227    228
104	108	109    203    228
104	109	203    204    228
108	109	203    208    228
108	203	208    227    228
109	203	204    208    228
109	204	208    209    228
104	105	109    204    229
104	109	204    228    229
105	109	110    204    229
105	110	204    205    229
109	110	204    209    229
109	204	209    228    229
110	204	205    209    229
110	205	209    210    229
105	110	205    229    230
110	205	210    229    230
106	107	111    206    231
106	107	206    226    231
107	111	112    206    231
107	112	206    207    231
107	206	207    226    231
111	112	206    211    231
112	206	207    211    231
112	207	211    212    231
107	207	226    227    231
107	108	112    207    232
107	108	207    227    232
108	112	113    207    232
108	113	207    208    232
108	207	208    227    232
112	113	207    212    232
113	207	208    212    232
113	208	212    213    232
108	208	227    228    232
107	112	207    231    232
107	207	227    231    232
112	207	212    231    232
108	109	113    208    233
108	109	208    228    233
