0.250000000000000	0
0.500000000000000	0
0.750000000000000	0
1	0
1	0.250000000000000
1	0.500000000000000
1	0.750000000000000
1	1
0.750000000000000	1
0.500000000000000	1
0.250000000000000	1
0	1
0	0.750000000000000
0	0.500000000000000
0	0.250000000000000
0	0.200000000000000
0	0.400000000000000
0	0.600000000000000
0	0.800000000000000
0.200000000000000	0
0.200000000000000	0.400000000000000
0.200000000000000	0.600000000000000
0.200000000000000	0.800000000000000
0.400000000000000	0
0.400000000000000	0.200000000000000
0.400000000000000	0.600000000000000
0.400000000000000	0.800000000000000
0.600000000000000	0
0.600000000000000	0.200000000000000
0.600000000000000	0.400000000000000
0.600000000000000	0.800000000000000
0.800000000000000	0
0.800000000000000	0.200000000000000
0.800000000000000	0.400000000000000
0.800000000000000	0.600000000000000
