0.5,0.549999999,,U = x^2 + xy + y^2
0.25,0.140624999,,S = 3(x+y)
0.125,0.037764442,,
0.0625,0.008997545,,
0.03125,0.002300076,,
0.015625,0.000595328,,
0.0078125,0.000155095,,
