0.5,0.003097132,,U = exp(0.1(x+y))
0.25,0.000792252,,S = 0.2exp(0.1(x+y))
0.125,0.000214376,,
0.0625,5.00E-05,,
0.03125,1.28E-05,,
0.015625,3.30E-06,,
0.0078125,8.59E-07,,
