8	9	10
21	17	1
15	18	22
18	16	22
16	17	22
17	21	22
14	19	23
19	15	23
15	22	23
12	13	24
13	20	24
20	14	24
14	23	24
22	21	26
21	2	26
26	25	3
26	2	25
24	23	27
23	22	27
11	12	28
12	24	28
28	24	27
30	29	4
26	3	30
30	3	29
22	26	31
31	27	22
31	26	30
10	11	32
11	28	32
28	27	32
8	10	32
27	31	32
31	30	34
5	6	34
34	33	5
30	4	34
34	4	33
6	7	35
35	34	6
31	34	35
7	8	36
36	35	7
8	32	36
32	31	36
31	35	36
