0.5,9.23E-16,4.99E+01,U = sin(2*pi*x)*sin(2*pi*y)
0.25,0.999999999,-8.05E-01,S = 2*pi*[sin(2*pi*y)cos(2*pi*x) + sin(2*pi*x)cos(2*pi*y)]
0.125,0.57253065,-1.64E+00,
0.0625,0.18333084,-2.37E+00,
0.03125,0.03544737,-2.03E+00,
0.015625,0.00868873,-1.60E+00,
0.0078125,0.00285811,,
